,subject,trials,activations,torques,emgSO,emgMG,emgLG,lnemgSO,lnemgMG,lnemgLG,emgSO_norm_mvc,emgSO_norm_mmax,emgMG_norm_mvc,emgMG_norm_mmax,emgLG_norm_mvc,emgLG_norm_mmax
0,sub01,01,1.073749098796828,3.5638683350196203,0.012608995006727616,0.011555237923051125,0.010847063320574819,-4.373344830299722,-4.460616444983038,-4.52386089732933,10.79903268755372,0.6492497722113787,8.706638157333913,0.5531198342272797,10.635734501313374,0.7058374066745176
1,sub01,05,4.300202126538344,10.135483719499147,0.0296327414812908,0.01449678385189418,0.01337969523678216,-3.5188753978397127,-4.233828457475245,-4.314017002061484,25.800094946701652,1.5511302032156815,12.162648144609902,0.7726750329970503,13.199201879123004,0.875961168773359
2,sub01,10,10.090744459945988,14.465865768973531,0.033815451630142886,0.012933942608549808,0.013054843304075567,-3.386837432133056,-4.347900213222118,-4.338596079654854,30.154727084659715,1.8129354968409266,10.3359874071585,0.6566299802418104,12.856513464728616,0.8532187524706891
3,sub01,15,12.114664374271666,16.29539599305722,0.029167329196979733,0.016279570188125085,0.013383107036807198,-3.5347060592196478,-4.117844319977079,-4.313762036231775,27.497535210322678,1.6531821866093925,13.819665414195399,0.8779428873517009,13.340266207707755,0.8853228616447113
4,sub01,25,23.010005379095844,25.398260531748168,0.02893306358478389,0.03180073651719441,0.012671827864870547,-3.54277026913395,-3.4482658285461527,-4.368374027898277,24.974701036333293,1.5015066097146688,24.82637709348149,1.577182987769337,13.415534876522415,0.8903180448164445
5,sub01,50,44.85731616757831,51.70945852243298,0.04790836416308817,0.07758024010897378,0.029620159334238862,-3.0384651726256044,-2.5564425219896223,-3.5193000908781253,43.529512057918794,2.6170423412690176,60.81071289607799,3.86321457587954,29.09042886640082,1.9305777957859243
6,sub01,75,71.15205757149535,77.9244222165423,0.06729331742763282,0.07202218348765375,0.04162403738923883,-2.698694342541902,-2.63078110342518,-3.1790774567329865,56.54687168161867,3.3996603789217255,56.44413061617599,3.5858120672241505,38.37533272382012,2.5467677222206033
7,sub01,90,78.4487603798905,98.89683780867604,0.16401999693713618,0.13604729059684126,0.1314687961136507,-1.8077669260475937,-1.9947527287116298,-2.0289857474338997,134.2490445468407,8.071200830060269,108.92177824504157,6.919639341608548,126.81456380042869,8.416011402917341
8,sub01,95,87.74158907843945,99.98841331764046,0.12944667920910397,0.10976060847203609,0.0930650701688125,-2.0444862261912418,-2.209453571360707,-2.3744563512557373,105.65894779290632,6.352332636764892,86.22321058437878,5.4776329374389965,90.13841172031371,5.982009306698053
9,sub01,100,90.61900177052495,118.7668814672117,0.12320011295337328,0.16882819025772353,0.09488700809520115,-2.0939453110538095,-1.7788737068674123,-2.355068483736986,109.06989667200632,6.5574026506127705,127.89521887845248,8.124993939816285,92.681355473184,6.1507710244358815
0,sub02,01,1.5946003718450674,2.0852412813137264,0.008711855531345554,0.020257695002083197,0.013697264342231962,-4.743070476208721,-3.8992205575084684,-4.290559149136134,6.164337801491292,0.483108304806267,15.978445037055147,1.0488702875368587,10.054249312725346,0.9621134054575481
1,sub02,05,4.262273753065548,7.268908202702453,0.011782529401920245,0.017559422360382167,0.01362904426601393,-4.441137403780557,-4.042164586510863,-4.2955521556138,7.1480343522378185,0.5602020638406856,13.553789462061452,0.889709043484403,9.596516674940778,0.9183119546251536
2,sub02,10,8.580008302107567,11.848728636305792,0.01148204720982474,0.022360651633872998,0.014770739819067312,-4.4669705756073865,-3.8004524882811976,-4.215107094386078,7.326833731836656,0.5742148366575013,16.492592729532596,1.0826203950595006,10.727812331703594,1.0265681439290937
3,sub02,15,16.118705415815782,18.06151886481059,0.01991186434932076,0.02202213515807256,0.015622670266790045,-3.916439526449053,-3.81570718789823,-4.159032197402055,13.59684734916589,1.0656051120326324,18.673024587089238,1.2257501041198169,10.809344735590438,1.0343701604018132
4,sub02,25,27.105781724585533,27.80726451278828,0.021151453406309598,0.02501648052413849,0.018058504335476046,-3.8560466568764418,-3.6882204503390916,-4.01413855084159,14.713978287330152,1.1531563220997716,17.960361860990343,1.178968908784059,12.783886759332491,1.223318463909373
5,sub02,50,53.67469993420792,49.90811222338181,0.038822126437276776,0.03440238088410359,0.03305626441153228,-3.2487649258925058,-3.3696295052506096,-3.4095441871801104,23.534875028561,1.8444630948233918,26.840904756750135,1.7619128409976073,22.502387668320633,2.1533033603107863
6,sub02,75,78.71647733120292,69.18545335831938,0.06374000129555371,0.04324846367633278,0.034760815855638554,-2.7529429496673474,-3.14079356816967,-3.3592645077545606,39.81970226552228,3.1207291811186635,32.84747192326011,2.156200884448417,26.50344915991872,2.5361738041791644
7,sub02,90,82.94141945058627,74.70294189585294,0.07316874843867263,0.0667729024334442,0.0608712091594479,-2.6149868830750105,-2.7064579329325946,-2.798994972053135,45.68130202841265,3.5801114564082672,51.33717530854492,3.3699172668135637,43.70491294881967,4.1822200071361255
8,sub02,95,95.18995335929023,97.57550564197379,0.12102576968973656,0.09022488712575026,0.0956224818153729,-2.111751783418399,-2.4054499794848208,-2.3473473211390665,78.64735184396834,6.1637097203936,70.86248584043366,4.651613828921776,71.3139184688455,6.824186950262188
9,sub02,100,94.17610455326026,93.79805946658561,0.09720866625028193,0.1133545394153516,0.0977007100612584,-2.3308954125366492,-2.1772348550550014,-2.3258464521884856,59.46763760511493,4.660567042138773,80.51314858867568,5.28511060462151,68.929406697098,6.596007732728171
0,sub03,01,1.1872815487657506,1.6056579398878936,0.010186427617702236,0.010991738942579347,0.00895087001337611,-4.5866990704758805,-4.510611293549517,-4.716004543221335,5.423463917612981,0.6203336249413229,21.088235430718072,0.5943470142118658,13.836653117305818,1.4154797648603528
1,sub03,05,5.7769901291987775,4.171879340109857,0.008898941342838647,0.009654755353750002,0.008875316084983917,-4.721822959562033,-4.6403047022367785,-4.724481329045409,5.405909018443927,0.6183257026240648,19.6217663004804,0.5530163134116919,13.06270668047132,1.3363055952734288
2,sub03,10,6.98805876992421,12.174570882102763,0.018455268017600297,0.013094689520530169,0.011439783786895736,-3.9924054198421346,-4.335548511075962,-4.4706581929559635,9.441583678064871,1.0799245495448249,27.5123225324543,0.7754023234859747,17.776908468345244,1.8185650825665047
3,sub03,15,13.084269519201385,15.638383309006517,0.03617967921390984,0.014358431392682846,0.014499580416984667,-3.3192576654470574,-4.2434179558214185,-4.2336355667339625,20.721288833931474,2.3700926955675823,28.410595429286932,0.8007190843849089,20.903327022322678,2.138395475228737
4,sub03,25,20.35014876414237,24.405585350862083,0.06115045763918427,0.018711522949899508,0.024760635343104798,-2.794417932998231,-3.978615744365802,-3.69850017143418,33.69583332143969,3.8541158837297376,37.466511512435886,1.055949385784741,43.48179420161524,4.448156596137371
5,sub03,50,52.81457900752942,50.16475169424327,0.0977425912304256,0.03324309695247598,0.04016730483885599,-2.3254178760282236,-3.403908143886157,-3.214701926741453,56.73986337816805,6.489882787594146,69.15928557311103,1.949172799234282,71.31822583568376,7.295803738108554
6,sub03,75,71.97480876196126,75.43495918141963,0.09732842029508987,0.029196503945399153,0.03097781397058979,-2.3296642430762518,-3.533706304773147,-3.47448400908508,52.66604171388657,6.023920701599392,54.1177020839435,1.5252435299895477,48.12079973205087,4.922723559819804
7,sub03,90,82.51045149463442,79.153354425929,0.1732742773823605,0.049846556681059695,0.0657336528769039,-1.7528795215381885,-2.9988058585595856,-2.722144264283022,100.18515441720082,11.459137729873854,105.2436108069039,2.9661668968681965,102.00895703363176,10.435443693751417
